Claim_ID,Customer_Name,Product_Category,Brand,Model_Number,Serial_Number,Purchase_Price,Purchase_Date,Claim_Date,Product_Age_Months,Warranty_Duration_Months,Remaining_Warranty_Months,Fault_Type,Has_Receipt,Has_Warranty_Card,Has_Damage_Photo,Serial_Number_Match,Previous_Unauthorized_Repairs,Duplicate_Claim_Flag,Date_Contradiction_Flag,Missing_Documents_Count,Claim_Class
CLM-0697,Wendy Camacho,Smartphone,Samsung,SAM-843,SA-642892,710,2024-08-09,2025-10-08,14.2,12,0.0,Overheating,True,True,True,False,False,False,False,0,Invalid Claim
CLM-0838,Sean Curtis,Refrigerator,Samsung,SAM-277,SA-719677,1921,2025-06-29,2026-03-08,8.4,24,15.6,Board Defect,False,False,True,True,False,False,False,2,Invalid Claim
CLM-0636,James Flores,Washing Machine,LG,LG-868,LG-252386,790,2024-05-26,2026-07-13,25.9,24,0.0,Screen Damage,True,True,True,False,False,False,False,0,Invalid Claim
CLM-0556,Amy Gordon,Laptop,Dell,DEL-548,DE-369125,1317,2025-05-02,2026-05-27,13.0,12,0.0,Board Defect,True,True,True,False,False,False,False,0,Invalid Claim
CLM-0368,Mr. Chad Jones,Refrigerator,LG,LG-437,LG-568436,982,2025-05-12,2026-03-11,10.1,24,13.9,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0525,Michael Leblanc,Refrigerator,Bosch,BOS-850,BO-354367,1775,2024-05-20,2024-12-24,7.3,24,16.7,Overheating,False,False,True,True,False,False,False,2,Invalid Claim
CLM-1333,Robin Johnson,Refrigerator,Samsung,SAM-781,SA-798566,828,2024-07-21,2025-03-11,7.8,24,16.2,Power Failure,True,True,False,True,False,False,False,1,Manual Review
CLM-1087,Jack Smith,Laptop,Lenovo,LEN-948,LE-202747,1530,2024-10-25,2025-02-07,3.5,12,8.5,Water Leakage,True,True,False,True,False,False,False,1,Manual Review
CLM-0780,Ashley Garcia,Washing Machine,Samsung,SAM-612,SA-726111,896,2025-05-22,2025-08-05,2.5,24,21.5,Water Leakage,True,True,True,True,True,False,False,0,Invalid Claim
CLM-0282,Anna Lewis,Refrigerator,Bosch,BOS-279,BO-953025,1193,2025-07-14,2027-06-02,22.9,24,1.1,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0883,Natalie Malone,Smartphone,Google,GOO-853,GO-256189,1398,2025-09-03,2026-01-30,5.0,12,7.0,Screen Damage,True,True,True,True,True,False,False,0,Invalid Claim
CLM-0495,Gregory Peck,Refrigerator,Samsung,SAM-539,SA-517035,1594,2024-10-08,2025-06-18,8.4,24,15.6,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1390,Heather Johnson,Smartphone,Google,GOO-102,GO-837246,749,2024-09-12,2024-08-27,-0.5,12,12.0,Screen Damage,True,True,True,True,False,False,True,0,Manual Review
CLM-0235,Richard Baker,Smartphone,Google,GOO-964,GO-192410,1041,2024-01-22,2024-10-01,8.4,12,3.6,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0908,Jennifer Flores,Washing Machine,LG,LG-565,LG-801534,891,2025-06-09,2025-09-29,3.7,24,20.3,Water Leakage,False,False,True,True,False,False,False,2,Invalid Claim
CLM-1125,Ralph Kent,Smartphone,Google,GOO-496,GO-470141,552,2024-01-06,2024-08-15,7.4,12,4.6,Screen Damage,True,True,True,True,False,True,False,0,Manual Review
CLM-0837,Heather Bennett,Smartphone,Samsung,SAM-493,SA-350164,1146,2024-10-11,2025-03-14,5.1,12,6.9,Motor Failure,True,True,True,False,True,False,False,0,Invalid Claim
CLM-1178,Joshua Young,Refrigerator,Samsung,SAM-108,SA-733375,1945,2025-07-25,2026-01-12,5.7,24,18.3,Power Failure,True,True,True,True,False,True,False,0,Manual Review
CLM-1426,Miguel Boyd,Smartphone,Apple,APP-886,AP-289030,475,2023-10-23,2024-01-16,2.8,12,9.2,Water Leakage,True,True,False,True,False,False,False,1,Manual Review
CLM-1450,Brian Roth,Refrigerator,LG,LG-524,LG-806007,1349,2024-12-14,2025-09-17,9.2,24,14.8,Motor Failure,True,True,True,False,False,False,False,0,Manual Review
CLM-1109,Marcia Johns,Refrigerator,LG,LG-431,LG-435587,702,2025-01-02,2025-06-26,5.8,24,18.2,Power Failure,True,True,False,True,False,False,False,1,Manual Review
CLM-0171,Daniel Holt,Laptop,HP,HP-570,HP-768891,1544,2023-10-08,2024-03-16,5.3,12,6.7,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0785,Michael Schmitt,Smartphone,Samsung,SAM-694,SA-570988,974,2024-06-05,2024-09-10,3.2,12,8.8,Overheating,True,True,True,True,True,False,False,0,Invalid Claim
CLM-1398,Heather Anderson DDS,Washing Machine,Samsung,SAM-718,SA-263459,513,2024-12-14,2025-03-15,3.0,24,21.0,Screen Damage,True,True,True,False,False,False,False,0,Manual Review
CLM-0488,Michele Stone,Refrigerator,Bosch,BOS-795,BO-999695,1047,2025-04-18,2026-10-26,18.5,24,5.5,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0722,Margaret Byrd,Smartphone,Samsung,SAM-861,SA-292818,642,2025-05-01,2026-07-29,15.1,12,0.0,Board Defect,True,True,True,False,False,False,False,0,Invalid Claim
CLM-0876,Amanda Preston,Smartphone,Samsung,SAM-493,SA-523533,1193,2025-03-06,2025-05-10,2.2,12,9.8,Board Defect,True,True,True,True,True,False,False,0,Invalid Claim
CLM-0398,Rachel Romero,Washing Machine,Whirlpool,WHI-642,WH-536740,822,2024-11-06,2026-06-29,20.0,24,4.0,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1368,Teresa Horton,Laptop,Apple,APP-251,AP-865263,1074,2024-02-11,2024-10-20,8.4,12,3.6,Water Leakage,True,True,True,True,False,True,False,0,Manual Review
CLM-0289,Richard Young,Smartphone,Samsung,SAM-844,SA-379676,1363,2024-01-05,2024-03-17,2.4,12,9.6,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0718,Adam Cooper,Smartphone,Apple,APP-463,AP-812597,1019,2025-03-06,2025-07-15,4.4,12,7.6,Power Failure,True,True,True,False,True,False,False,0,Invalid Claim
CLM-0410,Caleb Richardson,Laptop,Apple,APP-363,AP-786406,1727,2025-02-15,2025-09-05,6.7,12,5.3,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1132,Jennifer Bowers,Washing Machine,Whirlpool,WHI-797,WH-658829,1094,2024-07-29,2026-05-19,22.0,24,2.0,Overheating,True,True,True,True,False,True,False,0,Manual Review
CLM-0050,Matthew Gomez,Refrigerator,LG,LG-344,LG-802258,918,2024-02-19,2025-02-04,11.7,24,12.3,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0731,Katrina Adkins,Laptop,Dell,DEL-355,DE-491794,1722,2024-03-02,2025-10-23,20.0,12,0.0,Screen Damage,True,False,True,False,False,False,False,1,Invalid Claim
CLM-1488,Mark Yates,Washing Machine,LG,LG-430,LG-150157,629,2025-02-25,2025-02-17,-0.3,24,24.0,Board Defect,True,True,True,True,False,False,True,0,Manual Review
CLM-0291,Nichole Alvarez,Refrigerator,Samsung,SAM-413,SA-443848,663,2024-08-16,2025-07-14,11.1,24,12.9,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0117,John Atkinson,Laptop,Dell,DEL-600,DE-855053,1094,2023-10-30,2024-06-24,7.9,12,4.1,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-1465,Susan Torres,Washing Machine,LG,LG-262,LG-463629,751,2024-05-14,2025-10-21,17.5,24,6.5,Overheating,True,True,True,False,False,False,False,0,Manual Review
CLM-0596,Thomas Warren,Refrigerator,LG,LG-599,LG-579798,1666,2025-08-31,2028-02-28,30.4,24,0.0,Power Failure,True,True,True,True,False,False,False,0,Invalid Claim
CLM-1385,Charles Delgado,Laptop,HP,HP-838,HP-254958,1255,2024-03-04,2024-10-19,7.6,12,4.4,Water Leakage,True,True,False,True,False,False,False,1,Manual Review
CLM-1107,Stephanie Thomas,Refrigerator,Samsung,SAM-517,SA-367968,874,2025-01-25,2025-01-11,-0.5,24,24.0,Board Defect,True,True,True,True,False,False,True,0,Manual Review
CLM-0598,Angela Chung,Laptop,Apple,APP-513,AP-900660,2208,2024-04-19,2025-07-19,15.2,12,0.0,Water Leakage,True,False,True,False,False,False,False,1,Invalid Claim
CLM-0544,Sergio Knox,Washing Machine,Samsung,SAM-642,SA-329659,1011,2025-08-17,2028-01-27,29.8,24,0.0,Power Failure,True,True,True,False,False,False,False,0,Invalid Claim
CLM-0342,Mary Thompson,Washing Machine,LG,LG-528,LG-562462,419,2024-01-21,2025-01-06,11.7,24,12.3,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1448,John Bell,Smartphone,Apple,APP-459,AP-997940,700,2024-10-07,2025-07-04,9.0,12,3.0,Water Leakage,True,True,True,False,False,False,False,0,Manual Review
CLM-0004,Alyssa Gonzalez,Washing Machine,Whirlpool,WHI-529,WH-850800,603,2024-03-23,2025-11-01,19.6,24,4.4,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0158,Alexandria Fisher,Smartphone,Samsung,SAM-685,SA-297816,959,2024-10-21,2025-03-22,5.1,12,6.9,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1305,Jonathan Ayala,Laptop,Apple,APP-488,AP-260947,2282,2024-04-15,2024-10-23,6.4,12,5.6,Motor Failure,True,True,False,True,False,False,False,1,Manual Review
CLM-1327,Sean Schmidt,Laptop,Apple,APP-603,AP-109294,1326,2025-08-27,2025-11-16,2.7,12,9.3,Screen Damage,True,True,False,True,False,False,False,1,Manual Review
CLM-0935,Joy Meyer,Washing Machine,LG,LG-827,LG-769836,819,2024-05-13,2025-01-10,8.1,24,15.9,Overheating,False,True,True,False,False,False,False,1,Invalid Claim
CLM-0088,Justin Baxter,Smartphone,Google,GOO-560,GO-266889,1213,2023-12-13,2024-09-11,9.1,12,2.9,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0183,Scott Wilson,Refrigerator,Bosch,BOS-579,BO-943298,1193,2023-11-03,2024-03-29,4.9,24,19.1,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0540,Michael Weaver,Smartphone,Apple,APP-252,AP-325146,1024,2023-10-30,2025-04-12,17.7,12,0.0,Motor Failure,True,False,True,False,False,False,False,1,Invalid Claim
CLM-1222,Miguel Brewer,Washing Machine,Samsung,SAM-181,SA-873758,642,2024-07-27,2024-07-03,-0.8,24,24.0,Motor Failure,True,True,True,True,False,False,True,0,Manual Review
CLM-0635,Travis Harris,Refrigerator,Bosch,BOS-927,BO-711116,1483,2024-05-15,2025-01-13,8.1,24,15.9,Motor Failure,True,False,True,False,True,False,False,1,Invalid Claim
CLM-0592,Susan Hopkins,Laptop,Lenovo,LEN-770,LE-593649,799,2025-02-23,2026-07-30,17.4,12,0.0,Motor Failure,True,True,True,False,False,False,False,0,Invalid Claim
CLM-0097,Raymond Bell,Smartphone,Samsung,SAM-960,SA-859359,1128,2025-07-27,2025-11-18,3.8,12,8.2,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0020,Derek Clark,Smartphone,Apple,APP-742,AP-214975,396,2025-06-11,2025-09-27,3.6,12,8.4,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0864,Rhonda Martinez,Refrigerator,LG,LG-921,LG-783740,1750,2024-02-01,2024-08-20,6.7,24,17.3,Motor Failure,False,False,True,False,False,False,False,2,Invalid Claim
CLM-1335,Anita Reyes,Smartphone,Apple,APP-452,AP-213119,524,2024-07-26,2024-07-17,-0.3,12,12.0,Overheating,True,True,True,True,False,False,True,0,Manual Review
CLM-1300,Brittany Shaw,Laptop,Dell,DEL-716,DE-248548,985,2024-05-30,2024-05-21,-0.3,12,12.0,Overheating,True,True,True,True,False,False,True,0,Manual Review
CLM-0095,Robert Savage,Washing Machine,Samsung,SAM-973,SA-890075,705,2024-09-16,2025-11-19,14.3,24,9.7,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0451,Pamela Butler,Washing Machine,Samsung,SAM-748,SA-623557,1089,2024-04-17,2024-10-06,5.7,24,18.3,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-1364,James Torres,Refrigerator,Bosch,BOS-432,BO-528178,773,2024-02-19,2025-12-06,21.9,24,2.1,Motor Failure,True,True,True,True,False,True,False,0,Manual Review
CLM-0872,Kristine Garcia,Laptop,Apple,APP-760,AP-615607,742,2023-12-11,2025-11-12,23.4,12,0.0,Water Leakage,True,False,True,True,False,False,False,1,Invalid Claim
CLM-0545,Victor Baxter,Laptop,HP,HP-882,HP-359896,805,2024-07-12,2024-12-12,5.1,12,6.9,Screen Damage,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0624,Julian Carlson,Washing Machine,LG,LG-449,LG-749137,1018,2023-10-15,2024-04-17,6.2,24,17.8,Power Failure,True,True,True,False,True,False,False,0,Invalid Claim
CLM-1229,Joseph Lopez,Laptop,HP,HP-842,HP-632073,1083,2024-01-21,2024-03-31,2.3,12,9.7,Water Leakage,True,True,False,True,False,False,False,1,Manual Review
CLM-0543,Maria Fisher,Refrigerator,LG,LG-376,LG-919394,1615,2025-02-04,2025-08-29,6.9,24,17.1,Screen Damage,False,False,True,False,False,False,False,2,Invalid Claim
CLM-0486,Jason Harris,Laptop,HP,HP-683,HP-316995,2266,2024-05-25,2024-07-24,2.0,12,10.0,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0444,Hannah Everett,Laptop,Lenovo,LEN-961,LE-514913,613,2025-09-20,2026-04-08,6.7,12,5.3,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-1062,Kristen Martinez,Washing Machine,Samsung,SAM-148,SA-418402,905,2023-10-03,2023-09-11,-0.7,24,24.0,Motor Failure,True,True,True,True,False,False,True,0,Manual Review
CLM-0614,Larry Austin,Refrigerator,Bosch,BOS-509,BO-490722,690,2025-07-07,2025-11-07,4.1,24,19.9,Water Leakage,False,True,True,False,False,False,False,1,Invalid Claim
CLM-1397,Ryan Green,Refrigerator,LG,LG-900,LG-857656,1342,2024-05-05,2025-05-15,12.5,24,11.5,Board Defect,True,True,False,True,False,False,False,1,Manual Review
CLM-0285,Daniel Kane,Washing Machine,LG,LG-627,LG-430926,442,2024-11-28,2025-11-10,11.6,24,12.4,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0250,Joyce Turner,Smartphone,Samsung,SAM-472,SA-648141,1373,2024-08-19,2024-12-08,3.7,12,8.3,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-1029,John Pineda,Smartphone,Samsung,SAM-144,SA-723068,851,2024-04-10,2024-05-12,1.1,12,10.9,Board Defect,True,True,True,True,False,True,False,0,Manual Review
CLM-0069,Derek Anderson,Refrigerator,Samsung,SAM-621,SA-468203,1071,2025-04-03,2027-02-18,22.9,24,1.1,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1095,Warren Schultz,Refrigerator,LG,LG-703,LG-129336,1495,2024-06-02,2024-05-03,-1.0,24,24.0,Water Leakage,True,True,True,True,False,False,True,0,Manual Review
CLM-0612,Melissa Miller,Washing Machine,LG,LG-856,LG-141360,578,2024-01-11,2024-08-12,7.1,24,16.9,Motor Failure,False,False,True,False,False,False,False,2,Invalid Claim
CLM-1100,Mr. Larry Shaw,Smartphone,Samsung,SAM-786,SA-514603,776,2024-06-18,2025-01-07,6.8,12,5.2,Water Leakage,True,True,True,False,False,False,False,0,Manual Review
CLM-0294,Elizabeth Schneider,Washing Machine,Whirlpool,WHI-625,WH-525942,1052,2025-07-29,2026-09-04,13.4,24,10.6,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-1035,Stephen Alvarado,Laptop,Apple,APP-676,AP-506941,1512,2023-12-05,2024-09-03,9.1,12,2.9,Overheating,True,True,True,True,False,True,False,0,Manual Review
CLM-0776,Keith Graham,Refrigerator,Samsung,SAM-737,SA-322167,1601,2024-07-27,2027-05-22,34.3,24,0.0,Board Defect,True,False,True,False,False,False,False,1,Invalid Claim
CLM-1430,Steven Flores,Washing Machine,Samsung,SAM-316,SA-596405,840,2025-05-06,2026-01-09,8.3,24,15.7,Motor Failure,True,True,True,False,False,False,False,0,Manual Review
CLM-1192,Lisa Ray,Smartphone,Samsung,SAM-589,SA-216123,621,2025-07-29,2025-11-02,3.2,12,8.8,Board Defect,True,True,False,True,False,False,False,1,Manual Review
CLM-0373,Amanda Diaz,Refrigerator,LG,LG-875,LG-675914,1937,2024-01-31,2025-06-26,17.1,24,6.9,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-0717,Casey Perez,Washing Machine,Samsung,SAM-452,SA-450912,1162,2024-03-08,2024-10-08,7.1,24,16.9,Motor Failure,False,False,True,False,False,False,False,2,Invalid Claim
CLM-0996,Judith Lawrence,Smartphone,Apple,APP-315,AP-367946,1104,2025-05-16,2025-07-31,2.5,12,9.5,Screen Damage,False,True,True,False,False,False,False,1,Invalid Claim
CLM-0922,Kendra Gutierrez,Refrigerator,LG,LG-279,LG-748680,840,2025-07-29,2028-05-18,34.1,24,0.0,Board Defect,True,False,True,True,False,False,False,1,Invalid Claim
CLM-1247,Brandon Moore,Smartphone,Google,GOO-101,GO-106732,930,2024-01-23,2024-05-18,3.9,12,8.1,Motor Failure,True,True,False,True,False,False,False,1,Manual Review
CLM-0480,Shelby Soto,Refrigerator,Samsung,SAM-899,SA-402692,1601,2025-06-04,2025-12-23,6.7,24,17.3,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0793,Rhonda Davis,Smartphone,Google,GOO-722,GO-579770,965,2025-08-25,2027-04-25,20.3,12,0.0,Board Defect,True,False,True,True,False,False,False,1,Invalid Claim
CLM-1257,Christopher Phillips,Refrigerator,Bosch,BOS-464,BO-496818,1316,2024-01-27,2025-11-12,21.8,24,2.2,Power Failure,True,True,True,False,False,False,False,0,Manual Review
CLM-0964,Ashley Horton,Washing Machine,LG,LG-201,LG-613111,656,2025-08-13,2026-01-08,4.9,24,19.1,Board Defect,False,True,True,True,False,False,False,1,Invalid Claim
CLM-0743,Pamela Santos,Washing Machine,Samsung,SAM-480,SA-109363,648,2024-07-24,2027-06-06,34.9,24,0.0,Motor Failure,True,False,True,True,False,False,False,1,Invalid Claim
CLM-0056,Zachary Huff,Refrigerator,Samsung,SAM-259,SA-878480,719,2023-12-10,2025-07-28,19.9,24,4.1,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0513,Edwin Morrison,Smartphone,Apple,APP-417,AP-663772,1398,2025-08-05,2025-11-21,3.6,12,8.4,Motor Failure,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0859,Melissa Mayer,Refrigerator,Bosch,BOS-186,BO-608473,983,2024-08-15,2027-06-01,34.0,24,0.0,Screen Damage,True,True,True,False,False,False,False,0,Invalid Claim
CLM-1106,Kenneth Martin,Refrigerator,LG,LG-654,LG-195446,1026,2024-04-01,2024-08-26,4.9,24,19.1,Screen Damage,True,True,True,False,False,False,False,0,Manual Review
CLM-0136,Sara Medina,Smartphone,Apple,APP-535,AP-377405,778,2025-07-18,2025-11-26,4.4,12,7.6,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0881,Roger Adams,Laptop,Apple,APP-116,AP-166052,1396,2025-04-24,2025-10-28,6.2,12,5.8,Motor Failure,True,False,True,False,True,False,False,1,Invalid Claim
CLM-1277,Heather Ellis,Smartphone,Apple,APP-853,AP-260119,982,2025-05-12,2025-04-15,-0.9,12,12.0,Motor Failure,True,True,True,True,False,False,True,0,Manual Review
CLM-1080,Joshua Baker,Smartphone,Apple,APP-499,AP-188374,917,2025-06-27,2025-08-14,1.6,12,10.4,Board Defect,True,True,True,True,False,True,False,0,Manual Review
CLM-1475,Brandy Jones,Refrigerator,Bosch,BOS-130,BO-656267,1821,2025-08-02,2026-08-27,13.0,24,11.0,Motor Failure,True,True,False,True,False,False,False,1,Manual Review
CLM-0364,Robin Santiago,Smartphone,Google,GOO-114,GO-853504,826,2025-02-05,2025-06-10,4.2,12,7.8,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-1377,Cassidy Joseph,Laptop,HP,HP-121,HP-669928,714,2024-01-28,2024-07-12,5.5,12,6.5,Motor Failure,True,True,True,False,False,False,False,0,Manual Review
CLM-0353,Joanna Shepherd,Refrigerator,Bosch,BOS-211,BO-384815,1925,2024-01-20,2024-07-08,5.7,24,18.3,Overheating,True,True,True,True,False,False,False,0,Valid Claim
CLM-1193,Carrie Deleon,Washing Machine,Samsung,SAM-542,SA-236243,611,2025-02-10,2025-10-08,8.0,24,16.0,Board Defect,True,True,True,True,False,True,False,0,Manual Review
CLM-0659,Michael Flores,Laptop,HP,HP-285,HP-331512,976,2023-12-09,2024-05-16,5.3,12,6.7,Board Defect,True,True,True,True,True,False,False,0,Invalid Claim
CLM-0380,John Watson,Washing Machine,Whirlpool,WHI-146,WH-706403,623,2024-04-06,2024-07-19,3.5,24,20.5,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0921,Steve Mason,Refrigerator,Samsung,SAM-251,SA-337798,1032,2025-01-19,2025-08-27,7.3,24,16.7,Power Failure,False,False,True,True,False,False,False,2,Invalid Claim
CLM-0941,Patricia Dean,Washing Machine,LG,LG-154,LG-583439,727,2025-08-05,2025-11-12,3.3,24,20.7,Power Failure,True,False,True,True,True,False,False,1,Invalid Claim
CLM-1021,Emily Arnold,Smartphone,Apple,APP-136,AP-255840,686,2025-05-29,2025-05-19,-0.3,12,12.0,Water Leakage,True,True,True,True,False,False,True,0,Manual Review
CLM-0763,Douglas Kirk,Smartphone,Samsung,SAM-362,SA-245131,619,2025-08-06,2026-03-11,7.2,12,4.8,Power Failure,False,True,True,True,False,False,False,1,Invalid Claim
CLM-1343,Michelle White,Laptop,HP,HP-622,HP-546772,1288,2024-11-30,2025-09-01,9.2,12,2.8,Water Leakage,True,True,True,False,False,False,False,0,Manual Review
CLM-0140,Veronica Ferguson,Smartphone,Samsung,SAM-542,SA-727086,464,2024-09-22,2024-11-11,1.7,12,10.3,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0434,Katie Martinez,Washing Machine,Samsung,SAM-257,SA-498458,557,2024-02-07,2025-12-17,22.6,24,1.4,Board Defect,True,True,True,True,False,False,False,0,Valid Claim
CLM-0735,Scott Carroll,Washing Machine,Whirlpool,WHI-832,WH-294969,422,2024-05-27,2026-11-07,29.8,24,0.0,Water Leakage,True,False,True,True,False,False,False,1,Invalid Claim
CLM-1010,Kristina Aguilar,Laptop,Lenovo,LEN-284,LE-810083,2088,2023-12-23,2024-04-27,4.2,12,7.8,Water Leakage,True,True,False,True,False,False,False,1,Manual Review
CLM-1366,Jose Thomas,Washing Machine,Whirlpool,WHI-990,WH-821541,1163,2025-09-07,2026-11-02,14.0,24,10.0,Board Defect,True,True,True,True,False,True,False,0,Manual Review
CLM-1261,Kimberly Hughes,Washing Machine,Whirlpool,WHI-596,WH-810860,733,2023-11-13,2023-10-20,-0.8,24,24.0,Water Leakage,True,True,True,True,False,False,True,0,Manual Review
CLM-1474,Jason Roberts,Washing Machine,Samsung,SAM-700,SA-135399,571,2025-09-12,2027-03-19,18.4,24,5.6,Water Leakage,True,True,True,True,False,True,False,0,Manual Review
CLM-1082,Amanda Perkins,Laptop,Dell,DEL-347,DE-935294,657,2025-07-15,2026-05-17,10.2,12,1.8,Power Failure,True,True,True,True,False,True,False,0,Manual Review
CLM-1238,Amanda Murray,Refrigerator,Bosch,BOS-227,BO-174694,1704,2024-04-03,2025-06-25,14.9,24,9.1,Water Leakage,True,True,True,False,False,False,False,0,Manual Review
CLM-0533,Joshua Wagner,Refrigerator,Samsung,SAM-261,SA-423284,1425,2023-12-21,2024-06-03,5.5,24,18.5,Board Defect,False,True,True,True,False,False,False,1,Invalid Claim
CLM-0351,Amanda Stout,Refrigerator,Samsung,SAM-831,SA-144109,1094,2025-06-01,2026-04-21,10.8,24,13.2,Motor Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-1016,Paul Johnson,Refrigerator,Samsung,SAM-273,SA-143122,1645,2025-05-26,2025-05-13,-0.4,24,24.0,Overheating,True,True,True,True,False,False,True,0,Manual Review
CLM-0692,Rachel Li,Washing Machine,LG,LG-714,LG-766764,798,2024-01-31,2026-04-06,26.5,24,0.0,Water Leakage,True,True,True,False,False,False,False,0,Invalid Claim
CLM-0669,Michael Burns,Washing Machine,Whirlpool,WHI-263,WH-989173,644,2024-09-14,2025-01-06,3.8,24,20.2,Screen Damage,True,True,True,False,True,False,False,0,Invalid Claim
CLM-1146,Crystal Jackson,Laptop,Dell,DEL-707,DE-112885,810,2024-10-25,2025-09-24,11.1,12,0.9,Screen Damage,True,True,True,False,False,False,False,0,Manual Review
CLM-1484,Tonya Miller,Laptop,Apple,APP-445,AP-659380,675,2023-12-21,2024-10-16,10.0,12,2.0,Board Defect,True,True,True,False,False,False,False,0,Manual Review
CLM-1208,Oscar Ramos,Refrigerator,Samsung,SAM-135,SA-475481,1402,2024-05-22,2024-04-25,-0.9,24,24.0,Board Defect,True,True,True,True,False,False,True,0,Manual Review
CLM-0290,Derek Martinez,Washing Machine,Samsung,SAM-658,SA-962287,1016,2024-06-02,2025-01-02,7.1,24,16.9,Power Failure,True,True,True,True,False,False,False,0,Valid Claim
CLM-0789,Adam Greer,Washing Machine,LG,LG-336,LG-127470,589,2025-06-02,2025-11-15,5.5,24,18.5,Board Defect,True,True,True,True,True,False,False,0,Invalid Claim
CLM-1127,Patrick Smith,Washing Machine,Samsung,SAM-935,SA-843647,1096,2024-02-18,2024-02-11,-0.2,24,24.0,Overheating,True,True,True,True,False,False,True,0,Manual Review
CLM-0630,Tony Le,Washing Machine,Whirlpool,WHI-848,WH-979562,843,2023-11-23,2024-08-26,9.2,24,14.8,Screen Damage,True,True,True,True,True,False,False,0,Invalid Claim
CLM-0818,Gina Thompson,Refrigerator,LG,LG-668,LG-878656,1347,2024-02-28,2026-12-10,33.9,24,0.0,Overheating,True,False,True,False,False,False,False,1,Invalid Claim
CLM-0296,Micheal Wallace,Washing Machine,LG,LG-470,LG-776502,1197,2025-03-10,2026-04-19,13.5,24,10.5,Water Leakage,True,True,True,True,False,False,False,0,Valid Claim
CLM-0271,Leonard Holland,Laptop,Dell,DEL-812,DE-970068,1187,2024-12-04,2025-09-01,9.0,12,3.0,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
CLM-1053,Bryan Smith,Smartphone,Apple,APP-525,AP-108256,983,2023-10-08,2023-12-29,2.7,12,9.3,Water Leakage,True,True,False,True,False,False,False,1,Manual Review
CLM-0660,Michael Johnson,Washing Machine,Whirlpool,WHI-356,WH-775990,872,2024-05-15,2024-07-21,2.2,24,21.8,Motor Failure,True,False,True,True,True,False,False,1,Invalid Claim
CLM-0985,Tiffany Cox,Laptop,Apple,APP-515,AP-963723,1146,2025-02-14,2025-06-06,3.7,12,8.3,Screen Damage,False,False,True,True,False,False,False,2,Invalid Claim
CLM-1126,Shawn Ortiz,Washing Machine,LG,LG-109,LG-488477,873,2023-11-29,2024-07-13,7.6,24,16.4,Screen Damage,True,True,False,True,False,False,False,1,Manual Review
CLM-1424,Randy Garcia,Refrigerator,LG,LG-328,LG-697828,824,2025-05-19,2026-07-31,14.6,24,9.4,Water Leakage,True,True,True,False,False,False,False,0,Manual Review
CLM-0190,Christine Clark,Refrigerator,LG,LG-650,LG-201913,737,2023-12-11,2024-09-06,9.0,24,15.0,Screen Damage,True,True,True,True,False,False,False,0,Valid Claim
